Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre,Directorate
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,1332.66,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Preparing for Adulthood Service,1347,Agency Staff,Third Party Supplier,STANDARD,5720,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1354.05,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1354.05,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1354.05,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Programme Management Office,1367.2,Agency Staff,Third Party Supplier,STANDARD,2033,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Advice and Wellbeing Service,1374.45,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1377,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1377,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1377,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1377,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,1377,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Valuation,1394.85,Agency Staff,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Discharge to Assess Hospital Service,1432.73,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Reviews Team,1466.5,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1468.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Legal Services,1517.47,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1542,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Adults Quality and Safeguarding Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Adults Quality and Safeguarding Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Discharge to Assess Hospital Service,1550.3,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Mental Health Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Public Health Team Costs,1586.1,Agency Staff,Third Party Supplier,STANDARD,2065,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1590.05,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Legal Services,1595.34,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,1602.36,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Fleet Management,1605.6,Agency Staff,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1617,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Adults Quality and Safeguarding Team,1624.3,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Advice and Wellbeing Service,1624.3,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1637.17,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1640.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Legal Services,1662,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,1674.45,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Accountancy,1680.6,Agency Staff,Third Party Supplier,STANDARD,2200,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1747.4,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,1758,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Legal Services,1800.75,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,1822.4,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Other HRA Capital,1840.8,Intangible Assets,Third Party Supplier,STANDARD,8549,ZZZC-Capital
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,1866.88,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,1872.65,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1898.56,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,1906,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,ASC Performance & Data Team,1940.56,Agency Staff,Third Party Supplier,STANDARD,5550,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,IT Management,1940.8,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,1968.75,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,2021.7,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Finance systems Re-procurement,2048.2,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,02/10/2023,4837144,376573,REED,Accountancy,2134.8,Agency Staff,Third Party Supplier,STANDARD,2200,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Procurement Services,2134.8,Agency Staff,Third Party Supplier,STANDARD,2402,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,IT Management,2140.8,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,IT Management,2140.8,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,IT Management,2140.8,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Policy & Performance,2140.8,Agency Staff,Third Party Supplier,STANDARD,2025,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,2144,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,IT Management,2244.8,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),2282.56,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,2291.9,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),2340.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Generic/Capitalisation,2343.6,Staff/Consultancy,Third Party Supplier,STANDARD,8601,ZZZC-Capital
RBC Legal Entity,02/10/2023,4837144,376573,REED,Public Health Team Costs,2344.8,Agency Staff,Third Party Supplier,STANDARD,2065,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,2394,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,2394,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,ASC Performance & Data Team,2425.7,Agency Staff,Third Party Supplier,STANDARD,5550,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Commissioning Team,2426,Agency Staff,Third Party Supplier,STANDARD,3452,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),2529.09,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Other HRA Capital,2531.1,Intangible Assets,Third Party Supplier,STANDARD,8549,ZZZC-Capital
RBC Legal Entity,02/10/2023,4837144,376573,REED,Public Health Team Costs,2576,Agency Staff,Third Party Supplier,STANDARD,2065,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),2621.1,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Accountancy,2684.8,Agency Staff,Third Party Supplier,STANDARD,2200,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Customer Digital Experience,2684.8,Staff/Consultancy,Third Party Supplier,STANDARD,8634,ZZZC-Capital
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,2692.55,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Finance systems Re-procurement,2780.8,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,2810.31,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),3161.36,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),3161.36,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),3161.36,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,ASC Senior Management Team,3724.8,Agency Staff,Third Party Supplier,STANDARD,5700,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,DEGNS Management,3954.8,Agency Staff,Third Party Supplier,STANDARD,1500,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,ASC Senior Management Team,4656,Agency Staff,Third Party Supplier,STANDARD,5700,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,DEGNS Management,4799.75,Agency Staff,Third Party Supplier,STANDARD,1500,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834430,376574,READING PNEUMATIC SERVICES LTD,Drainage,470,Materials Direct,Third Party Supplier,STANDARD,4104,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834576,376575,DSI BILLING SERVICES LTD,Revenues & Benefits Systems,1001.33,Postage Carriage Stamp Duty,Third Party Supplier,STANDARD,2266,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837040,376576,SANDS SECURITY LTD,Hexagon Operations,544,Security Charges,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4840641,376578,VOYAGE CARE,Social Support,1871.28,Purchased Care,Third Party Supplier,STANDARD,5790,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4840642,376578,VOYAGE CARE,Mental Health Community Services,4984.12,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4840643,376578,VOYAGE CARE,Mental Health Community Services,1421.19,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4834557,376581,DRAIN & ABLE,Corporate Maintenance Services,855,Agency + Contracted Serv  Mng,Third Party Supplier,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834403,376583,S H JONES & COMPANY LTD,Hexagon Operations,86.88,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834403,376583,S H JONES & COMPANY LTD,Hexagon Operations,96.48,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834403,376583,S H JONES & COMPANY LTD,Hexagon Operations,160.56,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
